우선순위점수,업종,업체명,주소,네이버플레이스,홈페이지,사이트분류,웹빌더,반응형,발견된문제,추천패키지,전화,이메일,카카오톡채널,카카오오픈채팅,인스타그램,페이스북,유튜브,네이버블로그,네이버톡톡,네이버예약,네이버카페,트위터,라인,틱톡,팩스,스마트스토어,전체연락수단,TM스크립트,문자템플릿,신규여부,수집일시
75,유치원,아이뜰유치원,경기도 용인시 수지구 상현동 272-10,https://map.naver.com/v5/search/%EC%95%84%EC%9D%B4%EB%9C%B0%EC%9C%A0%EC%B9%98%EC%9B%90%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%9A%A9%EC%9D%B8%EC%8B%9C%20%EC%88%98%EC%A7%80%EA%B5%AC%20%EC%83%81%ED%98%84%EB%8F%99%20272-10,http://www.iddeulkinder.co.kr/,자체홈페이지,,N,비반응형(모바일X) / 전화버튼없음 / 카톡버튼없음 / 지도없음,모바일 응급팩 (29~35만원),,cozyhsh@naver.com,,,,,,,,,,,,,,,[이메일] cozyhsh@naver.com,"안녕하세요 대표님. 아이뜰유치원 홈페이지 모바일에서 확인해보니 비반응형(모바일X), 전화버튼없음 상태입니다. 모바일 응급팩(29~35만원)로 24시간 내 개선 가능한데, 전후 비교 시안 보내드릴까요?","[웹사이트 개선] 아이뜰유치원 대표님, 모바일에서 비반응형(모바일X), 전화버튼없음 확인됐습니다. 모바일 응급팩 29~35만원으로 24시간 내 개선 가능합니다. 전후비교시안 무료. 문의:010-XXXX-XXXX",Y,2026-03-06 18:50:32
70,유치원,성민유치원,경기도 용인시 처인구 이동읍 화산리 495-1,https://map.naver.com/v5/search/%EC%84%B1%EB%AF%BC%EC%9C%A0%EC%B9%98%EC%9B%90%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%9A%A9%EC%9D%B8%EC%8B%9C%20%EC%B2%98%EC%9D%B8%EA%B5%AC%20%EC%9D%B4%EB%8F%99%EC%9D%8D%20%ED%99%94%EC%82%B0%EB%A6%AC%20495-1,http://www.sungmin-i.com/,자체홈페이지,,Y,전화버튼없음 / 카톡버튼없음 / 문의폼없음 / 지도없음 / 로딩느림(3.0초),모바일 응급팩 (29~35만원),,,,,,,,,,,,,,,,,,"안녕하세요 대표님. 성민유치원 홈페이지 모바일에서 확인해보니 전화버튼없음, 카톡버튼없음 상태입니다. 모바일 응급팩(29~35만원)로 24시간 내 개선 가능한데, 전후 비교 시안 보내드릴까요?","[웹사이트 개선] 성민유치원 대표님, 모바일에서 전화버튼없음, 카톡버튼없음 확인됐습니다. 모바일 응급팩 29~35만원으로 24시간 내 개선 가능합니다. 전후비교시안 무료. 문의:010-XXXX-XXXX",Y,2026-03-06 18:50:31
40,중고차,오토플러스 리본카 일산지점,경기도 고양시 일산동구 풍동 414-8 오토갤러리 B1 M16호 리본카 일산지점,https://map.naver.com/v5/search/%EC%98%A4%ED%86%A0%ED%94%8C%EB%9F%AC%EC%8A%A4%20%EB%A6%AC%EB%B3%B8%EC%B9%B4%20%EC%9D%BC%EC%82%B0%EC%A7%80%EC%A0%90%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EA%B3%A0%EC%96%91%EC%8B%9C%20%EC%9D%BC%EC%82%B0%EB%8F%99%EA%B5%AC%20%ED%92%8D%EB%8F%99%20414-8%20%EC%98%A4%ED%86%A0%EA%B0%A4%EB%9F%AC%EB%A6%AC%20B1%20M16%ED%98%B8%20%EB%A6%AC%EB%B3%B8%EC%B9%B4%20%EC%9D%BC%EC%82%B0%EC%A7%80%EC%A0%90,https://www.reborncar.co.kr/,자체홈페이지,,Y,전화버튼없음 / 지도없음 / 로딩느림(3.8초),전환형 패키지 (19~22만원),1544-2277,biz@autoplus.co.kr / mkt@autoplus.co.kr,https://pf.kakao.com/_tqjvC,,https://instagram.com/reborncar,https://facebook.com/reborncar.co.kr,https://youtube.com/channel/UClflgGB-o7wRuMMQ3pEiJDw,https://blog.naver.com/autoplus_reborn,,,,,,,,,[전화] 1544-2277 | [이메일] biz@autoplus.co.kr | [이메일] mkt@autoplus.co.kr | [카카오톡채널] https://pf.kakao.com/_tqjvC | [인스타그램] https://instagram.com/reborncar | [페이스북] https://facebook.com/reborncar.co.kr | [유튜브] https://youtube.com/channel/UClflgGB-o7wRuMMQ3pEiJDw | [네이버블로그] https://blog.naver.com/autoplus_reborn,"안녕하세요 대표님. 오토플러스 리본카 일산지점 홈페이지 모바일에서 확인해보니 전화버튼없음, 지도없음 상태입니다. 전환형 패키지(19~22만원)로 24시간 내 개선 가능한데, 전후 비교 시안 보내드릴까요?","[웹사이트 개선] 오토플러스 리본카 일산지점 대표님, 모바일에서 전화버튼없음, 지도없음 확인됐습니다. 전환형 패키지 19~22만원으로 24시간 내 개선 가능합니다. 전후비교시안 무료. 문의:010-XXXX-XXXX",Y,2026-03-06 18:50:41
40,치과,굿티스치과의원,"대구광역시 수성구 수성동4가 1085-37 스마트스퀘어 4, 5, 6층",https://map.naver.com/v5/search/%EA%B5%BF%ED%8B%B0%EC%8A%A4%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90%20%EB%8C%80%EA%B5%AC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EC%88%98%EC%84%B1%EA%B5%AC%20%EC%88%98%EC%84%B1%EB%8F%994%EA%B0%80%201085-37%20%EC%8A%A4%EB%A7%88%ED%8A%B8%EC%8A%A4%ED%80%98%EC%96%B4%204%2C%205%2C%206%EC%B8%B5,https://www.goodtis.com,자체홈페이지,,Y,전화버튼없음 / 지도없음 / 로딩느림(6.8초),전환형 패키지 (19~22만원),053-712-9999,master@goodtis.com,https://pf.kakao.com/_xdgFxms,,https://instagram.com/goodtis_official / https://instagram.com/goodtis2008,https://facebook.com/goodtis,https://youtube.com/channel/UCNI2vA5cNb6dNhJSEI28B0Q,https://blog.naver.com/sgcnm502,,https://booking.naver.com/booking/13/bizes/311019,,,,,,,[전화] 053-712-9999 | [이메일] master@goodtis.com | [카카오톡채널] https://pf.kakao.com/_xdgFxms | [네이버예약] https://booking.naver.com/booking/13/bizes/311019 | [인스타그램] https://instagram.com/goodtis_official | [인스타그램] https://instagram.com/goodtis2008 | [페이스북] https://facebook.com/goodtis | [유튜브] https://youtube.com/channel/UCNI2vA5cNb6dNhJSEI28B0Q | [네이버블로그] https://blog.naver.com/sgcnm502,"안녕하세요 대표님. 굿티스치과의원 홈페이지 모바일에서 확인해보니 전화버튼없음, 지도없음 상태입니다. 전환형 패키지(19~22만원)로 24시간 내 개선 가능한데, 전후 비교 시안 보내드릴까요?","[웹사이트 개선] 굿티스치과의원 대표님, 모바일에서 전화버튼없음, 지도없음 확인됐습니다. 전환형 패키지 19~22만원으로 24시간 내 개선 가능합니다. 전후비교시안 무료. 문의:010-XXXX-XXXX",Y,2026-03-06 18:50:55
30,리모델링,하루 인테리어,서울특별시 구로구 개봉동 481 상가 1동 121호,https://map.naver.com/v5/search/%ED%95%98%EB%A3%A8%20%EC%9D%B8%ED%85%8C%EB%A6%AC%EC%96%B4%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EA%B5%AC%EB%A1%9C%EA%B5%AC%20%EA%B0%9C%EB%B4%89%EB%8F%99%20481%20%EC%83%81%EA%B0%80%201%EB%8F%99%20121%ED%98%B8,https://www.harudesign.kr/,자체홈페이지,,Y,전화버튼없음 / 지도없음,스타터팩 (10~12만원),,interiorharu@naver.com,,,https://instagram.com/haru_interior_design,,,https://blog.naver.com/haru_interior,,,,,,,,,[이메일] interiorharu@naver.com | [인스타그램] https://instagram.com/haru_interior_design | [네이버블로그] https://blog.naver.com/haru_interior,"안녕하세요 대표님. 하루 인테리어 홈페이지 모바일에서 확인해보니 전화버튼없음, 지도없음 상태입니다. 스타터팩(10~12만원)로 24시간 내 개선 가능한데, 전후 비교 시안 보내드릴까요?","[웹사이트 개선] 하루 인테리어 대표님, 모바일에서 전화버튼없음, 지도없음 확인됐습니다. 스타터팩 10~12만원으로 24시간 내 개선 가능합니다. 전후비교시안 무료. 문의:010-XXXX-XXXX",Y,2026-03-06 18:50:35
30,보습학원,브롬튼 에듀케이션 학원,제주특별자치도 서귀포시 대정읍 구억리 1149 가보드림타운 D동 3층,https://map.naver.com/v5/search/%EB%B8%8C%EB%A1%AC%ED%8A%BC%20%EC%97%90%EB%93%80%EC%BC%80%EC%9D%B4%EC%85%98%20%ED%95%99%EC%9B%90%20%EC%A0%9C%EC%A3%BC%ED%8A%B9%EB%B3%84%EC%9E%90%EC%B9%98%EB%8F%84%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EB%8C%80%EC%A0%95%EC%9D%8D%20%EA%B5%AC%EC%96%B5%EB%A6%AC%201149%20%EA%B0%80%EB%B3%B4%EB%93%9C%EB%A6%BC%ED%83%80%EC%9A%B4%20D%EB%8F%99%203%EC%B8%B5,https://www.bromptoneducation.com/,자체홈페이지,,Y,전화버튼없음 / 지도없음,스타터팩 (10~12만원),,bromptonedu@naver.com / support@brmptn.com,https://pf.kakao.com/_kexlxjj,,https://instagram.com/bromptonedu,,https://youtube.com/@schooltamgu\,https://blog.naver.com/bromptonedu,,,,,,,,,[이메일] bromptonedu@naver.com | [이메일] support@brmptn.com | [카카오톡채널] https://pf.kakao.com/_kexlxjj | [인스타그램] https://instagram.com/bromptonedu | [유튜브] https://youtube.com/@schooltamgu\ | [네이버블로그] https://blog.naver.com/bromptonedu,"안녕하세요 대표님. 브롬튼 에듀케이션 학원 홈페이지 모바일에서 확인해보니 전화버튼없음, 지도없음 상태입니다. 스타터팩(10~12만원)로 24시간 내 개선 가능한데, 전후 비교 시안 보내드릴까요?","[웹사이트 개선] 브롬튼 에듀케이션 학원 대표님, 모바일에서 전화버튼없음, 지도없음 확인됐습니다. 스타터팩 10~12만원으로 24시간 내 개선 가능합니다. 전후비교시안 무료. 문의:010-XXXX-XXXX",Y,2026-03-06 18:50:37
30,치과,서울탑플란트치과의원,대구광역시 수성구 범어동 33-16 3층,https://map.naver.com/v5/search/%EC%84%9C%EC%9A%B8%ED%83%91%ED%94%8C%EB%9E%80%ED%8A%B8%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90%20%EB%8C%80%EA%B5%AC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EC%88%98%EC%84%B1%EA%B5%AC%20%EB%B2%94%EC%96%B4%EB%8F%99%2033-16%203%EC%B8%B5,http://www.서울탑플란트치과.com,자체홈페이지,,Y,전화버튼없음 / 지도없음,스타터팩 (10~12만원),053-744-2804 / 053-751-2804,,https://pf.kakao.com/_jbNEb,,,,,,,https://booking.naver.com/booking/13/bizes/607372,,,,,053-751-2804,,[전화] 053-744-2804 | [전화] 053-751-2804 | [카카오톡채널] https://pf.kakao.com/_jbNEb | [네이버예약] https://booking.naver.com/booking/13/bizes/607372 | [팩스] 053-751-2804,"안녕하세요 대표님. 서울탑플란트치과의원 홈페이지 모바일에서 확인해보니 전화버튼없음, 지도없음 상태입니다. 스타터팩(10~12만원)로 24시간 내 개선 가능한데, 전후 비교 시안 보내드릴까요?","[웹사이트 개선] 서울탑플란트치과의원 대표님, 모바일에서 전화버튼없음, 지도없음 확인됐습니다. 스타터팩 10~12만원으로 24시간 내 개선 가능합니다. 전후비교시안 무료. 문의:010-XXXX-XXXX",Y,2026-03-06 18:50:45
20,치과,로이스치과의원,"대구광역시 수성구 수성동4가 1236-60 삼정빌딩 4층, 5층",https://map.naver.com/v5/search/%EB%A1%9C%EC%9D%B4%EC%8A%A4%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90%20%EB%8C%80%EA%B5%AC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EC%88%98%EC%84%B1%EA%B5%AC%20%EC%88%98%EC%84%B1%EB%8F%994%EA%B0%80%201236-60%20%EC%82%BC%EC%A0%95%EB%B9%8C%EB%94%A9%204%EC%B8%B5%2C%205%EC%B8%B5,https://roycedental-daegu.com/,자체홈페이지,,Y,지도없음 / 로딩느림(3.6초),스타터팩 (10~12만원),0537592828 / 05255255255 / 0486834433,,https://pf.kakao.com/_LkNxeG,,,,https://youtube.com/@royce-dental-kr/videos,,,https://booking.naver.com/booking/13/bizes/251924,,,,,,,[전화] 0537592828 | [전화] 05255255255 | [전화] 0486834433 | [카카오톡채널] https://pf.kakao.com/_LkNxeG | [네이버예약] https://booking.naver.com/booking/13/bizes/251924 | [유튜브] https://youtube.com/@royce-dental-kr/videos,"안녕하세요 대표님. 로이스치과의원 홈페이지 모바일에서 확인해보니 지도없음, 로딩느림(3.6초) 상태입니다. 스타터팩(10~12만원)로 24시간 내 개선 가능한데, 전후 비교 시안 보내드릴까요?","[웹사이트 개선] 로이스치과의원 대표님, 모바일에서 지도없음, 로딩느림(3.6초) 확인됐습니다. 스타터팩 10~12만원으로 24시간 내 개선 가능합니다. 전후비교시안 무료. 문의:010-XXXX-XXXX",Y,2026-03-06 18:50:48
10,유치원,헬로우버디 애견유치원 애견호텔 수지본점,경기도 용인시 수지구 동천동 403 2층,https://map.naver.com/v5/search/%ED%97%AC%EB%A1%9C%EC%9A%B0%EB%B2%84%EB%94%94%20%EC%95%A0%EA%B2%AC%EC%9C%A0%EC%B9%98%EC%9B%90%20%EC%95%A0%EA%B2%AC%ED%98%B8%ED%85%94%20%EC%88%98%EC%A7%80%EB%B3%B8%EC%A0%90%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%9A%A9%EC%9D%B8%EC%8B%9C%20%EC%88%98%EC%A7%80%EA%B5%AC%20%EB%8F%99%EC%B2%9C%EB%8F%99%20403%202%EC%B8%B5,https://www.hellobuddy.kr/,자체홈페이지,,Y,지도없음,스타터팩 (10~12만원),01044202213,hellobuddy@hellobuddy.kr,https://pf.kakao.com/_xkJixjxj,,,,,https://blog.naver.com/hellobuddy_official,,,,,,,,,[전화] 01044202213 | [이메일] hellobuddy@hellobuddy.kr | [카카오톡채널] https://pf.kakao.com/_xkJixjxj | [네이버블로그] https://blog.naver.com/hellobuddy_official,"안녕하세요 대표님. 헬로우버디 애견유치원 애견호텔 수지본점 홈페이지 모바일에서 확인해보니 지도없음 상태입니다. 스타터팩(10~12만원)로 24시간 내 개선 가능한데, 전후 비교 시안 보내드릴까요?","[웹사이트 개선] 헬로우버디 애견유치원 애견호텔 수지본점 대표님, 모바일에서 지도없음 확인됐습니다. 스타터팩 10~12만원으로 24시간 내 개선 가능합니다. 전후비교시안 무료. 문의:010-XXXX-XXXX",Y,2026-03-06 18:50:28
,이사청소,"입주청소전문,이사청소,상가청소,집청소,에어컨청소업체-아크홈",대구광역시 달서구 용산동,https://map.naver.com/v5/search/%EC%9E%85%EC%A3%BC%EC%B2%AD%EC%86%8C%EC%A0%84%EB%AC%B8%2C%EC%9D%B4%EC%82%AC%EC%B2%AD%EC%86%8C%2C%EC%83%81%EA%B0%80%EC%B2%AD%EC%86%8C%2C%EC%A7%91%EC%B2%AD%EC%86%8C%2C%EC%97%90%EC%96%B4%EC%BB%A8%EC%B2%AD%EC%86%8C%EC%97%85%EC%B2%B4-%EC%95%84%ED%81%AC%ED%99%88%20%EB%8C%80%EA%B5%AC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%8B%AC%EC%84%9C%EA%B5%AC%20%EC%9A%A9%EC%82%B0%EB%8F%99,,홈페이지없음,,확인불가,홈페이지없음,스타터팩 (10~12만원),,,,,,,,,,,,,,,,,,"안녕하세요 대표님. 입주청소전문,이사청소,상가청소,집청소,에어컨청소업체-아크홈 홈페이지 모바일에서 확인해보니 홈페이지없음 상태입니다. 스타터팩(10~12만원)로 24시간 내 개선 가능한데, 전후 비교 시안 보내드릴까요?","[웹사이트 개선] 입주청소전문,이사청소,상가청소,집청소,에어컨청소업체-아크홈 대표님, 모바일에서 홈페이지없음 확인됐습니다. 스타터팩 10~12만원으로 24시간 내 개선 가능합니다. 전후비교시안 무료. 문의:010-XXXX-XXXX",Y,2026-03-06 18:50:36
,이사청소,"집청소업체,이사청소업체,거주청소,아파트입주청소,줄눈시공",대구광역시 달서구 진천동,https://map.naver.com/v5/search/%EC%A7%91%EC%B2%AD%EC%86%8C%EC%97%85%EC%B2%B4%2C%EC%9D%B4%EC%82%AC%EC%B2%AD%EC%86%8C%EC%97%85%EC%B2%B4%2C%EA%B1%B0%EC%A3%BC%EC%B2%AD%EC%86%8C%2C%EC%95%84%ED%8C%8C%ED%8A%B8%EC%9E%85%EC%A3%BC%EC%B2%AD%EC%86%8C%2C%EC%A4%84%EB%88%88%EC%8B%9C%EA%B3%B5%20%EB%8C%80%EA%B5%AC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%8B%AC%EC%84%9C%EA%B5%AC%20%EC%A7%84%EC%B2%9C%EB%8F%99,,홈페이지없음,,확인불가,홈페이지없음,스타터팩 (10~12만원),,,,,,,,,,,,,,,,,,"안녕하세요 대표님. 집청소업체,이사청소업체,거주청소,아파트입주청소,줄눈시공 홈페이지 모바일에서 확인해보니 홈페이지없음 상태입니다. 스타터팩(10~12만원)로 24시간 내 개선 가능한데, 전후 비교 시안 보내드릴까요?","[웹사이트 개선] 집청소업체,이사청소업체,거주청소,아파트입주청소,줄눈시공 대표님, 모바일에서 홈페이지없음 확인됐습니다. 스타터팩 10~12만원으로 24시간 내 개선 가능합니다. 전후비교시안 무료. 문의:010-XXXX-XXXX",Y,2026-03-06 18:50:36
,이사청소,"집청소업체,이사청소업체,거주청소,아파트입주청소,줄눈시공",대구광역시 달서구 성당동,https://map.naver.com/v5/search/%EC%A7%91%EC%B2%AD%EC%86%8C%EC%97%85%EC%B2%B4%2C%EC%9D%B4%EC%82%AC%EC%B2%AD%EC%86%8C%EC%97%85%EC%B2%B4%2C%EA%B1%B0%EC%A3%BC%EC%B2%AD%EC%86%8C%2C%EC%95%84%ED%8C%8C%ED%8A%B8%EC%9E%85%EC%A3%BC%EC%B2%AD%EC%86%8C%2C%EC%A4%84%EB%88%88%EC%8B%9C%EA%B3%B5%20%EB%8C%80%EA%B5%AC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%8B%AC%EC%84%9C%EA%B5%AC%20%EC%84%B1%EB%8B%B9%EB%8F%99,,홈페이지없음,,확인불가,홈페이지없음,스타터팩 (10~12만원),,,,,,,,,,,,,,,,,,"안녕하세요 대표님. 집청소업체,이사청소업체,거주청소,아파트입주청소,줄눈시공 홈페이지 모바일에서 확인해보니 홈페이지없음 상태입니다. 스타터팩(10~12만원)로 24시간 내 개선 가능한데, 전후 비교 시안 보내드릴까요?","[웹사이트 개선] 집청소업체,이사청소업체,거주청소,아파트입주청소,줄눈시공 대표님, 모바일에서 홈페이지없음 확인됐습니다. 스타터팩 10~12만원으로 24시간 내 개선 가능합니다. 전후비교시안 무료. 문의:010-XXXX-XXXX",Y,2026-03-06 18:50:36
,이사청소,"입주청소전문,이사청소,상가청소,집청소,에어컨청소업체-아크홈",대구광역시 달서구 송현동,https://map.naver.com/v5/search/%EC%9E%85%EC%A3%BC%EC%B2%AD%EC%86%8C%EC%A0%84%EB%AC%B8%2C%EC%9D%B4%EC%82%AC%EC%B2%AD%EC%86%8C%2C%EC%83%81%EA%B0%80%EC%B2%AD%EC%86%8C%2C%EC%A7%91%EC%B2%AD%EC%86%8C%2C%EC%97%90%EC%96%B4%EC%BB%A8%EC%B2%AD%EC%86%8C%EC%97%85%EC%B2%B4-%EC%95%84%ED%81%AC%ED%99%88%20%EB%8C%80%EA%B5%AC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%8B%AC%EC%84%9C%EA%B5%AC%20%EC%86%A1%ED%98%84%EB%8F%99,,홈페이지없음,,확인불가,홈페이지없음,스타터팩 (10~12만원),,,,,,,,,,,,,,,,,,"안녕하세요 대표님. 입주청소전문,이사청소,상가청소,집청소,에어컨청소업체-아크홈 홈페이지 모바일에서 확인해보니 홈페이지없음 상태입니다. 스타터팩(10~12만원)로 24시간 내 개선 가능한데, 전후 비교 시안 보내드릴까요?","[웹사이트 개선] 입주청소전문,이사청소,상가청소,집청소,에어컨청소업체-아크홈 대표님, 모바일에서 홈페이지없음 확인됐습니다. 스타터팩 10~12만원으로 24시간 내 개선 가능합니다. 전후비교시안 무료. 문의:010-XXXX-XXXX",Y,2026-03-06 18:50:36
,보습학원,아름국어논술학원,제주특별자치도 서귀포시 강정동 208-1 씨앤제이빌딩 204호,https://map.naver.com/v5/search/%EC%95%84%EB%A6%84%EA%B5%AD%EC%96%B4%EB%85%BC%EC%88%A0%ED%95%99%EC%9B%90%20%EC%A0%9C%EC%A3%BC%ED%8A%B9%EB%B3%84%EC%9E%90%EC%B9%98%EB%8F%84%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EA%B0%95%EC%A0%95%EB%8F%99%20208-1%20%EC%94%A8%EC%95%A4%EC%A0%9C%EC%9D%B4%EB%B9%8C%EB%94%A9%20204%ED%98%B8,,홈페이지없음,,확인불가,홈페이지없음,스타터팩 (10~12만원),,,,,,,,,,,,,,,,,,"안녕하세요 대표님. 아름국어논술학원 홈페이지 모바일에서 확인해보니 홈페이지없음 상태입니다. 스타터팩(10~12만원)로 24시간 내 개선 가능한데, 전후 비교 시안 보내드릴까요?","[웹사이트 개선] 아름국어논술학원 대표님, 모바일에서 홈페이지없음 확인됐습니다. 스타터팩 10~12만원으로 24시간 내 개선 가능합니다. 전후비교시안 무료. 문의:010-XXXX-XXXX",Y,2026-03-06 18:50:37
,중고차,한성모터스,경기도 고양시 일산서구 덕이동 245-6 라동 5호 한성모터스,https://map.naver.com/v5/search/%ED%95%9C%EC%84%B1%EB%AA%A8%ED%84%B0%EC%8A%A4%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EA%B3%A0%EC%96%91%EC%8B%9C%20%EC%9D%BC%EC%82%B0%EC%84%9C%EA%B5%AC%20%EB%8D%95%EC%9D%B4%EB%8F%99%20245-6%20%EB%9D%BC%EB%8F%99%205%ED%98%B8%20%ED%95%9C%EC%84%B1%EB%AA%A8%ED%84%B0%EC%8A%A4,,홈페이지없음,,확인불가,홈페이지없음,스타터팩 (10~12만원),,,,,,,,,,,,,,,,,,"안녕하세요 대표님. 한성모터스 홈페이지 모바일에서 확인해보니 홈페이지없음 상태입니다. 스타터팩(10~12만원)로 24시간 내 개선 가능한데, 전후 비교 시안 보내드릴까요?","[웹사이트 개선] 한성모터스 대표님, 모바일에서 홈페이지없음 확인됐습니다. 스타터팩 10~12만원으로 24시간 내 개선 가능합니다. 전후비교시안 무료. 문의:010-XXXX-XXXX",Y,2026-03-06 18:50:37
,치과,시지바름플란트치과의원,대구광역시 수성구 신매동 567-20 2층,https://map.naver.com/v5/search/%EC%8B%9C%EC%A7%80%EB%B0%94%EB%A6%84%ED%94%8C%EB%9E%80%ED%8A%B8%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90%20%EB%8C%80%EA%B5%AC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EC%88%98%EC%84%B1%EA%B5%AC%20%EC%8B%A0%EB%A7%A4%EB%8F%99%20567-20%202%EC%B8%B5,https://바름플란트치과.com/,자체홈페이지,,확인불가,사이트접속불가,스타터팩 (10~12만원),,,,,,,,,,,,,,,,,,"안녕하세요 대표님. 시지바름플란트치과의원 홈페이지 모바일에서 확인해보니 사이트접속불가 상태입니다. 스타터팩(10~12만원)로 24시간 내 개선 가능한데, 전후 비교 시안 보내드릴까요?","[웹사이트 개선] 시지바름플란트치과의원 대표님, 모바일에서 사이트접속불가 확인됐습니다. 스타터팩 10~12만원으로 24시간 내 개선 가능합니다. 전후비교시안 무료. 문의:010-XXXX-XXXX",Y,2026-03-06 18:50:57
,치과,수성더원치과의원,대구광역시 수성구 중동 99-1 3층,https://map.naver.com/v5/search/%EC%88%98%EC%84%B1%EB%8D%94%EC%9B%90%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90%20%EB%8C%80%EA%B5%AC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EC%88%98%EC%84%B1%EA%B5%AC%20%EC%A4%91%EB%8F%99%2099-1%203%EC%B8%B5,http://www.theonedental.kr,자체홈페이지,,확인불가,사이트접속불가,스타터팩 (10~12만원),,,,,,,,,,,,,,,,,,"안녕하세요 대표님. 수성더원치과의원 홈페이지 모바일에서 확인해보니 사이트접속불가 상태입니다. 스타터팩(10~12만원)로 24시간 내 개선 가능한데, 전후 비교 시안 보내드릴까요?","[웹사이트 개선] 수성더원치과의원 대표님, 모바일에서 사이트접속불가 확인됐습니다. 스타터팩 10~12만원으로 24시간 내 개선 가능합니다. 전후비교시안 무료. 문의:010-XXXX-XXXX",Y,2026-03-06 18:51:02
75,이삿짐센터,GS익스프레스 은평점,서울특별시 은평구 대조동 218-15,https://map.naver.com/v5/search/GS%EC%9D%B5%EC%8A%A4%ED%94%84%EB%A0%88%EC%8A%A4%20%EC%9D%80%ED%8F%89%EC%A0%90%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EB%8C%80%EC%A1%B0%EB%8F%99%20218-15,https://1004pr.co.kr/pr/s_pr/s125.php,자체홈페이지,,N,비반응형(모바일X) / 전화버튼없음 / 카톡버튼없음 / 지도없음,모바일 응급팩 (29~35만원),,,,,,,,,,,,,,,,,,"안녕하세요 대표님. GS익스프레스 은평점 홈페이지 모바일에서 확인해보니 비반응형(모바일X), 전화버튼없음 상태입니다. 모바일 응급팩(29~35만원)로 24시간 내 개선 가능한데, 전후 비교 시안 보내드릴까요?","[웹사이트 개선] GS익스프레스 은평점 대표님, 모바일에서 비반응형(모바일X), 전화버튼없음 확인됐습니다. 모바일 응급팩 29~35만원으로 24시간 내 개선 가능합니다. 전후비교시안 무료. 문의:010-XXXX-XXXX",Y,2026-03-06 18:54:22
75,이삿짐센터,e편한이사 응암점,서울특별시 은평구 응암동 42-45,https://map.naver.com/v5/search/e%ED%8E%B8%ED%95%9C%EC%9D%B4%EC%82%AC%20%EC%9D%91%EC%95%94%EC%A0%90%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%9D%91%EC%95%94%EB%8F%99%2042-45,http://www.e24mall.co.kr,자체홈페이지,,N,비반응형(모바일X) / 전화버튼없음 / 카톡버튼없음 / 지도없음,모바일 응급팩 (29~35만원),1566-2412 / 1544-9724,,,,,,,https://blog.naver.com/e24mall0,,,,,,,,,[전화] 1566-2412 | [전화] 1544-9724 | [네이버블로그] https://blog.naver.com/e24mall0,"안녕하세요 대표님. e편한이사 응암점 홈페이지 모바일에서 확인해보니 비반응형(모바일X), 전화버튼없음 상태입니다. 모바일 응급팩(29~35만원)로 24시간 내 개선 가능한데, 전후 비교 시안 보내드릴까요?","[웹사이트 개선] e편한이사 응암점 대표님, 모바일에서 비반응형(모바일X), 전화버튼없음 확인됐습니다. 모바일 응급팩 29~35만원으로 24시간 내 개선 가능합니다. 전후비교시안 무료. 문의:010-XXXX-XXXX",Y,2026-03-06 18:54:23
